epoch,loss,val_loss
0,0.04674315571233963,0.0385458558826874
1,0.0349824328610953,0.036444920919884265
2,0.03213419799279772,0.034434948115323494
3,0.030335412418467992,0.03247451915290036
4,0.028745691581810815,0.03122101259582183
5,0.02739960547643416,0.030972727455101372
6,0.026125999985049143,0.03060362653112879
7,0.025171361102818618,0.030488914259849422
8,0.024344472272020613,0.030207656063382923
9,0.023466270809563535,0.030262036475480772
